P1-L26E,ODD No.ROBOT STEP UP COMPLETED(1ST),,
P1-L1F4,9st LOWER FRICTION LOW SPEED COMM.,,L1F4
P1-L395,LOWER FRICTION MOTOR CUT OFF(5st),,
P1-L1EC,9st UPPER FRICTION LOW SPEED COMM.,,L1EC
P1-L0CB,,,L0CB
P1-L0C1,9st BETWEEN 9-10ST(LOWER) L/C STOP,,L0C1
P1-L06F,3st READBACK FAULT,,L06F
P1-L032,2ST RMT RACK I/O FAULT,,L032
P1-L4FA,UBRE ST.10 PALLET REMOVAL,,
P1-L16D,,,L16D
P1-L075,4st POWER ON,,L075
P1-L04C,,,L04C
P1-L283,EVEN No. ROBOT OP. COMPLETED(2st),,
P1-L27C,LOWER FRICTION FIXED POSITION(2st),,
P1-L085,5st POWER ON,,L085
P1-L409,LOWER FRICTION CONFIRM 1(7st),,
P1-L1FA,,,L1FA
P1-L040,1st BETWEEN 1-2ST(UPPER) L/C STOP,,L040
P1-L0FA,8st LASER SCANNER 3 INPUT,,L0FA
P1-L181,5st LUGE LOCK OUT COMM.(MANUAL),,L181
P1-L219,LUGE LOADING OK(1st),,
P1-L08B,,,L08B
P1-L4C8,MANUAL OP.(EVEN)COMPLETED(9st),,
P1-L24D,EDC Short Condition from ST 1,,
P3-L39B,加工完了PL(AM28),,
P3-L49A,DISPLAY ROBOT 11DISCONNECTION STATE.,,
P3-L570,SETTING VALUE EXCEEDED(COUNTER-2),,
P3-L010,WORK SET CONFIRMATION PL,,
P3-L36C,HOME POSITION PL(R/B-13),,
P3-L472,P2-L3 COMMUNICATION ALARM PL,,
P3-L4FA,DATA CHANGE CAN BE OPERATED,,
P3-L00A,LUGE ENTERING IN,,
P3-L0B2,UNIT 3AXIS AGREEMENT,,
P3-L24D,TACT SETTING MODE,,
P3-L4E1,EXCHANGE TIME - AUTO PL,,
P3-L2B1,R/B-18 TIP FORMING ON,,
P3-L376,原位置PL(AM23),,
P3-L43B,FAULT B2 PL,,
P3-L453,ROBOT ALARM PL,,
P3-L212,P2-L3 COMMUNICATION ALARM PL,,
P3-L278,EXTERNAL ENTRY WAIT PL,,
P3-L2A1,R/B-2 TIP FORMING ON,,
P3-L388,MACHINING COMPLETED PL(R/B-9),,
P3-L410,FAULT PL,,
P3-L42B,時刻設定初期化SW選択中PL,,
P3-L521,PRODUCTION INSTRUCTION 1 REVERSE SELECTION,,
P3-L7D0,ROBOT CLEANING MODE(GP),,
P3-L006,SAFETY PLC FAULT,,
P3-L2BF,R/B-32 TIP FORMING ON,,
P3-L7CC,LUGE NO SELECT PB,,
P3-L7EE,AUTO OFF ENABLE #7(GP),,
P3-L427,予防保全PL(ﾃﾞﾓ用),,
P3-L082,UNIT 3 SERVO ON,,
P3-L407,POWER SUPPLY FAULT,,
P3-L6D8,ALARM SCREEN PL41,,
P1-L4CF,FAULT RESET/BUZZER RESET(9st),,
P1-L359,LUGE LOADING OK(5st),,
P1-L1D9,8st LOWER FRICTION REVERSE ROTATE COMM.,,L1D9
P1-L512,SUPPLY POWER OFF CONDITION(10st),,
P1-L4F7,LUGE ENTERING ON(10st),,
P1-L20E,,,L20E
P1-L204,10st FRICTION LOW SPEED COMM.,,L204
P1-L50A,ODD No. ROBOT MASTER ON COMPLETED(10st),,
P1-L30C,CYCLE STOP POSITION(4st),,
P1-L2C5,LUGE LOCK IN END(3st),,
P1-L10E,10st TOYOPUC-PCS RMT2 FAN2 NORMAL,,L10E
P1-L345,LOWER FRICTION MOTOR CUT OFF(4st),,
P1-L268,AUTOMATIC RUNNING(2st),,
P1-L158,3st UPPER FRICTION NORMAL ROTATE COMM.,,L158
P1-L0E8,MUTING SENSOR 1-1 INPUT,,L0E8
P1-L059,,,L059
P1-L454,UPPER FRICTION FIXED POSITION(8st),,
P1-L3CC,ODD No. ROBOT FAULT(6st),,
P1-L300,JIG AUTO(4st),,
P1-L234,EVEN No. ROBOT FAULT(1st),,
P1-L12E,1st LUGE UNLOADING,,L12E
P1-L069,,,L069
P1-L36F,ALARM(5st),,
P1-L332,SUPPLY POWER OFF CONDITION(4st),,
P1-L243,ANDON ON FROM ST #1,,
P1-L4E1,JIG HOME POSITION(10st),,
P1-L1F5,,,L1F5
P1-L166,2->3ST UPPER CONV. MEMORY ON,,L166
P1-L46C,ODD No. ROBOT FAULT(8st),,
P1-L0CC,,,L0CC
P1-L0C2,9st BETWEEN 9-10ST(UPPER) L/C INPUT,,L0C2
P1-L033,3ST RMT RACK I/O FAULT,,L033
P1-L000,ZONE ALL AUTO,,L000
P1-L45A,LOWER FRICTION LOW SPEED POSITION(8st),,
P1-L373,EVEN No. ROBOT OP. COMPLETED(5st),,
P1-L35B,NO LUGE(5st),,
P1-L2DA,ODD No. ROBOT MASTER ON COMPLETED(3st),,
P1-L26D,ODD No.ROBOT FAILURE(1ST),,
P1-L16E,,,L16E
P1-L076,4st POWER OFF CONFIRM,,L076
P1-L043,,,L043
P1-L3FA,LUGE UNLOADING OK(7st),,
P1-L394,UPPER FRICTION MOTOR CUT OFF(5st),,
P1-L1EB,9st UPPER FRICTION MIDDLE SPEED COMM.,,L1EB
P1-L06E,3st TOYOPUC-PCS RMT FAN2 NORMAL,,L06E
P1-L29E,LIGHT CURTAIN STOP RESET(2st),,
P1-L19F,,,L19F
P1-L04B,1st L2 TOWER LIGHT LIGHTING CONDITION,,L04B
P1-L47A,SPARE MODEL,,
P1-L282,EVEN No. ROBOT MASTER ON COMPLETED(2st),,
P1-L17C,4st LOWER FRICTION LOW SPEED COMM.,,L17C
P1-L084,5st MASTER ON,,L084
P1-L182,,,L182
P1-L3B9,LOWER FRICTION CONFIRM 1(6st),,
P1-L2B9,LUGE LOADING OK(3st),,
P1-L09C,,,L09C
P2-L21A,UNLOADING OK 1STA.,,
P3-L49B,DISPLAY ROBOT 12DISCONNECTION STATE.,,
P3-L371,HOME POSITION PL(R/B-18),,
P3-L461,P1-L2 COMMUNICATION ALARM PL,,
P3-L3D0,R/B-17 FAULT,,
P3-L473,P2-L4 COMMUNICATION ALARM PL,,
P3-L287,POSITION DATA MODIFICATIONSW BEING SELECTED,,
P3-L2B0,R/B-17 TIP FORMING ON,,
P3-L320,MANUAL (1/3) LEFT END PL,,
P3-L4E2,EXCHANGE TIME - MANUAL PL,,
P3-L201,P1-L2 COMMUNICATION ALARM PL,,
P3-L223,P3-L4 COMMUNICATION ALARM PL,,
P3-L43C,FAULT B3 PL,,
P3-L454,COMMUNICATION ALARM PL,,
P3-L740,置台1→ﾘﾍﾟｱ選択可,,
P3-L213,P2-L4 COMMUNICATION ALARM PL,,
P3-L246,TACT SET(PL),,
P3-L279,ENTRY WAIT RESETSELECTION PL,,
P3-L389,MACHINING COMPLETED PL(R/B-10),,
P3-L005,INSPECTION PL,,
P3-L2BE,R/B-31 TIP FORMING ON,,
P3-L522,Under production directions 1 check selection,,
P3-L7D1,ROBOT CLEANING RETURN(GP),,
P3-L5A1,SELECT EXPANSION DEVICE (EM),,
P3-L7CB,LUGE CAR MODEL SELECT PB,,
P3-L7ED,AUTO OFF ENABLE #6(GP),,
P3-L20F,P1-L8 COMMUNICATION ALARM PL,,
P3-L081,UNIT 2 SERVO ON,,
P3-L406,ALARM PL,,
P3-L7C5,LUGE CAR TYPE SELECT PL,,
P3-L39A,加工完了PL(AM27),,
P1-L449,LUGE LOADING OK(8st),,
P1-L2B8,AUTOMATIC RUNNING(3st),,
P1-L229,LIFTER UP END(1st),,
P1-L119,10ST PARTITION PLUG ON,,L119
P1-L41F,ODD No. ROBOT NO INTERFERENCE(7st),,
P1-L3AF,ENDURANCE PREPARATION(6st),,
P1-L2D9,ODD No. ROBOT HOME POSITION(3st),,
P1-L1A7,,,L1A7
P1-L128,1st FRICTION NORMAL ROTATE COMM.,,L128
P1-L50B,ODD No. ROBOT OP. COMPLETED(10st),,
P1-L4E6,COMMUNICATION FAULT(10st),,
P1-L3F8,AUTOMATIC RUNNING(7st),,
P1-L358,AUTOMATIC RUNNING(5st),,
P1-L2BF,ENDURANCE PREPARATION(3st),,
P1-L2A4,UPPER FRICTION MOTOR CUT OFF(2st),,
P1-L10F,,,L10F
P1-L511,MASTER ON COMPLETED(2st),,
P1-L4F6,LUGE LOCK OUT END(10st),,
P1-L20D,,,L20D
P1-L203,10st FRICTION MIDDLE SPEED COMM.,,L203
P1-L0E9,MUTING SENSOR 1-2 INPUT,,L0E9
P1-L45F,ALARM(8st),,
P1-L455,LUGE LOCK IN END(8st),,
P1-L3A1,JIG HOME POSITION(6st),,
P1-L301,JIG HOME POSITION(4st),,
P1-L235,EVEN No. ROBOT FAILURE(1st),,
P1-L0F9,8st LASER SCANNER 2 INPUT,,L0F9
P1-L02F,,,L02F
P1-L003,MASTER ON COMP.,,L003
P1-L4DC,841 MODEL,,
P1-L3CB,ODD No. ROBOT OP. COMPLETED(6st),,
P1-L167,3st FRICTION FAULT RESET,,L167
P1-L068,3st R TOWER LIGHT LIGHTING CONDITION,,L068
P1-L364,UPPER FRICTION FIXED POSITION(5st),,
P1-L331,MASTER ON COMPLETED(4st),,
P1-L0C3,9st BETWEEN 9-10ST(UPPER) L/C INPUT,,L0C3
P1-L056,2st POWER OFF CONFIRM,,L056
P1-L34C,841 MODEL,,
P1-L242,SUPPLY POWER OFF CONDITION(1st),,
P1-L077,4st TEACH POSSIBLE,,L077
P1-L04E,1st TOYOPUC-PCS RMT1 FAN2 NORMAL,,L04E
P1-L01B,,,L01B
P1-L46B,ODD No. ROBOT OP. COMPLETED(8st),,
P1-L3FB,NO LUGE(7st),,
P1-L087,5st TEACH POSSIBLE,,L087
P1-L372,EVEN No. ROBOT MASTER ON COMPLETED(5st),,
P1-L29F,FAULT RESET/BUZZER RESET(2st),,
P1-L295,UPPER FRICTION INVERTER OFF CONDITION(2st),,
P1-L1F2,9st LOWER FRICTION HIGH SPEED COMM.,,L1F2
P1-L042,1st AGV SIDE L/C STOP,,L042
P1-L1EA,9st UPPER FRICTION HIGH SPEED COMM.,,L1EA
P1-L140,2st UPPER FRICTION NORMAL ROTATE COMM.,,L140
P1-L06D,3st TOYOPUC-PCS RMT FAN1 NORMAL,,L06D
P1-L19E,,,L19E
P1-L183,5st LUGE LOADING COMPLETED,,L183
P1-L16B,4st LUGE LOADING COMPLETED,,L16B
P1-L281,EVEN No. ROBOT HOME POSITION(2st),,
P1-L27A,LOWER FRICTION LOW SPEED POSITION(2st),,
P1-L17B,4st LOWER FRICTION MIDDLE SPEED COMM.,,L17B
P1-L418,ODD No. ROBOT AUTO(7st),,
P3-L370,HOME POSITION PL(R/B-17),,
P3-L36A,HOME POSITION PL(R/B-11),,
P3-L470,P2-L1 COMMUNICATION ALARM PL,,
P3-L49C,DISPLAY ROBOT 13DISCONNECTION STATE.,,
P3-L460,P1-L1 COMMUNICATION ALARM PL,,
P3-L241,MODEL CODE 2 SETTING SELECTION PL,,
P3-L362,HOME POSITION PL(R/B-3),,
P3-L560,SETTING VALUE EXCEEDED(COUNTER-1),,
P3-L210,P2-L1 COMMUNICATION ALARM PL,,
P3-L3D1,R/B-18 FAULT,,
P3-L200,P1-L1 COMMUNICATION ALARM PL,,
P3-L222,P3-L3 COMMUNICATION ALARM PL,,
P3-L44C,FAULT C9 PL,,
P3-L421,交換時期-自動報知PL,,
P3-L487,P3-L8 COMMUNICATION ALARM PL,,
P3-L4E3,The abnormalities in communication synthesis,,
P3-L004,AGING PL,,
P3-L2BD,R/B-30 TIP FORMING ON,,
P3-L455,SAFETY PLC SCREEN PL,,
P3-L4A0,TIP CHANGE WORKING START(FIXED QUANTITY),,
P3-L6CA,ALARM SCREEN PL23,,
P3-L741,置台2→ﾘﾍﾟｱ選択可,,
P3-L5A0,SELECT EXPANSION DEVICE (EX/Y),,
P3-L700,MAIN OP. AUTO,,
P3-L2B7,R/B-24 TIP FORMING ON,,
P3-L6C4,ALARM SCREEN PL15,,
P3-L080,UNIT 1 SERVO ON,,
P3-L405,SAFETY PLC SCREEN PL,,
P3-L7C4,LUGE NO SELECT,,
P3-L180,EMERGENCY STOP STATE PL,,
P1-L448,AUTOMATIC RUNNING(8st),,
P1-L228,LIFTER DOWN END(1st),,
P1-L129,1st FRICTION REVERSE ROTATE COMM.,,L129
P1-L118,9ST PARTITION PLUG ON,,L118
P1-L09A,6st L TOWER LIGHT LIGHTING CONDITION,,L09A
P1-L50C,ODD No. ROBOT FAULT(10st),,
P1-L4E7,FRICTION OVER RUN(10st),,
P1-L3F9,LUGE LOADING OK(7st),,
P1-L2D8,ODD No. ROBOT AUTO(3st),,
P1-L2A5,LOWER FRICTION MOTOR CUT OFF(2st),,
P1-L029,,,L029
P1-L018,ENDURANCE RUNNING,,L018
P1-L1A6,5->6ST UPPER CONV. MEMORY ON,,L1A6
P1-L214,LUGE EXIST(1st),,
P1-L2AD,440 MODEL,,
P1-L510,DEVICE NORMAL(10st),,
P1-L4F5,LUGE LOCK IN END(10st),,
P1-L40A,LOWER FRICTION LOW SPEED POSITION(7st),,
P1-L279,LOWER FRICTION CONFIRM 1(2st),,
P1-L20C,,,L20C
P1-L202,10st FRICTION HIGH SPEED COMM.,,L202
P1-L00E,,,L00E
P1-L3A0,JIG AUTO(6st),,
P1-L30A,LUGE UNLOADING OK(4st),,
P1-L135,,,L135
P1-L0F8,8st LASER SCANNER 1 INPUT,,L0F8
P1-L365,LUGE LOCK IN END(5st),,
P1-L2EE,LIGHT CURTAIN STOP RESET(3st),,
P1-L0E6,EX-PROC. ALL STOP(PB+SP),,L0E6
P1-L057,2st TEACH POSSIBLE,,L057
P1-L02E,,,L02E
P1-L002,,,L002
P1-L4EB,NO LUGE(10st),,
P1-L3CA,ODD No. ROBOT MASTER ON COMPLETED(6st),,
P1-L2BA,LUGE UNLOADING OK(3st),,
P1-L26F,ENDURANCE PREPARATION(2st),,
P1-L045,1st POWER ON,,L045
P1-L01C,,,L01C
P1-L474,LASER SCANNER MUTING CONDITION(8st),,
P1-L3FC,CYCLE STOP POSITION(7st),,
P1-L396,FRICTION POWER BOX POWER ON(5st),,
P1-L330,DEVICE NORMAL(4st),,
P1-L1E3,9st LUGE LOADING COMPLETED,,L1E3
P1-L0FF,,,L0FF
P1-L296,LOWER FRICTION INVERTER OFF CONDITION(2st),,
P1-L241,MASTER ON COMPLETED(2st),,
P1-L1F3,9st LOWER FRICTION MIDDLE SPEED COMM.,,L1F3
P1-L164,3st LOWER FRICTION LOW SPEED COMM.,,L164
P1-L04D,1st TOYOPUC-PCS RMT1 FAN1 NORMAL,,L04D
P1-L47C,841 MODEL,,
P1-L46A,ODD No. ROBOT MASTER ON COMPLETED(8st),,
P1-L17E,,,L17E
P1-L141,2st UPPER FRICTION REVERSE ROTATE COMM.,,L141
P1-L086,5ST POWER OFF CONFIRM,,L086
P1-L371,EVEN No. ROBOT HOME POSITION(5st),,
P1-L16C,,,L16C
P1-L419,ODD No. ROBOT HOME POSITION(7st),,
P1-L19D,,,L19D
P1-L429,SHUTTER CLOSE END(7st),,
P1-L280,EVEN No. ROBOT AUTO(2st),,
P1-L07A,4st L TOWER LIGHT LIGHTING CONDITION,,L07A
P3-L0D0,SAFETY REMOTE I/O INTERLOCK STATE PL,,
P3-L140,MANUAL (1/3) CENTER END PL,,
P3-L240,MODEL CODE 1 SETTING SELECTION PL,,
P3-L24A,TACT RUNNING MODE(PL),,
P3-L471,P2-L2 COMMUNICATION ALARM PL,,
P3-L252,PROGRAM NUMBERCHANGE PRESENCE PL,,
P3-L373,HOME POSITION PL(R/B-20),,
P3-L363,HOME POSITION PL(R/B-4),,
P3-L4FB,TIME SETTING INITIALIZE SW SELECTION,,
P3-L561,COUNTER 1 in USE,,
P3-L221,P3-L2 COMMUNICATION ALARM PL,,
P3-L3C0,MANUAL (3/3) RIGHT END PL,,
P3-L43A,FAULT B1 PL,,
P3-L44B,FAULT C8 PL,,
P3-L463,P1-L4 COMMUNICATION ALARM PL,,
P3-L5E0,SELECTION ROBOT PL,,
P3-L211,P2-L2 COMMUNICATION ALARM PL,,
P3-L36F,HOME POSITION PL(R/B-16),,
P3-L3D2,R/B-19 FAULT,,
P3-L420,ﾁｯﾌﾟ交換作業開始(定量),,
P3-L486,P3-L7 COMMUNICATION ALARM PL,,
P3-L432,FAULT F3 PL,,
P3-L498,DISPLAY ROBOT 9DISCONNECTION STATE.,,
P3-L630,Standard 3 interlock state display PL,,
P3-L5D2,TIP EXCHANGE TIME -3,,
P3-L203,P1-L4 COMMUNICATION ALARM PL,,
P3-L456,ALARM PL,,
P3-L4A1,EXCHANGE TIME - AUTO PL,,
P3-L6CB,ALARM SCREEN PL24,,
P3-L742,置台3→ﾘﾍﾟｱ選択可,,
P3-L2B6,R/B-23 TIP FORMING ON,,
P3-L404,COMMUNICATION ALARM PL,,
P3-L5A3,SELECT EXPANSION DEVICE (EK),,
P3-L701,SUB OP.1 AUTO,,
P3-L449,FAULT C6 PL,,
P3-L6C5,ALARM SCREEN PL16,,
P3-L605,SPARE PL,,
P1-L526,FRICTION POWER BOX POWER ON(10st),,
P1-L50D,ODD No. ROBOT FAILURE(10st),,
P1-L2A6,FRICTION POWER BOX POWER ON(2st),,
P1-L0B9,,,L0B9
P1-L0A8,7st R TOWER LIGHT LIGHTING CONDITION,,L0A8
P1-L019,,,L019
P1-L4B3,EVEN No. ROBOT OP. COMPLETED(9st),,
P1-L41D,ODD No. ROBOT FAILURE(7st),,
P1-L3A3,OPERATION COMPLETED(6st),,
P1-L215,JIG FAULT(1st),,
P1-L1A5,6st LUGE LOADING,,L1A5
P1-L028,,,L028
P1-L2AE,SPARE MODEL,,
P1-L4E4,LUGE EXIST(10st),,
P1-L3C3,EVEN No. ROBOT OP. COMPLETED(6st),,
P1-L2DF,ODD No. ROBOT NO INTERFERENCE(3st),,
P1-L4F4,FRICTION FIXED POSITION(10st),,
P1-L366,LUGE LOCK OUT END(5st),,
P1-L2EF,FAULT RESET/BUZZER RESET(3st),,
P1-L20B,,,L20B
P1-L201,10st FRICTION REVERSE ROTATE COMM.,,L201
P1-L0E7,,,L0E7
P1-L00D,,,L00D
P1-L4EC,CYCLE STOP POSITION(10st),,
P1-L475,UPPER FRICTION INVERTER OFF CONDITION(8st),,
P1-L13E,,,L13E
P1-L134,,,L134
P1-L078,4st R TOWER LIGHT LIGHTING CONDITION,,L078
P1-L02D,,,L02D
P1-L49F,ENDURANCE PREPARATION(9st),,
P1-L165,,,L165
P1-L044,1st MASTER ON,,L044
P1-L1E2,,,L1E2
P1-L142,2st UPPER FRICTION HIGH SPEED COMM.,,L142
P1-L0FE,8st TOYOPUC-PCS RMT2 FAN2 NORMAL,,L0FE
P1-L054,2st MASTER ON,,L054
P1-L25C,841 MODEL,,
P1-L240,DEVICE NORMAL(1st),,
P1-L36A,LOWER FRICTION LOW SPEED POSITION(5st),,
P1-L17D,,,L17D
P1-L14A,2st LOWER FRICTION HIGH SPEED COMM.,,L14A
P1-L370,EVEN No. ROBOT AUTO(5st),,
P1-L1F0,9st LOWER FRICTION NORMAL ROTATE COMM.,,L1F0
P1-L09F,6st READBACK FAULT,,L09F
P1-L19C,,,L19C
P1-L07B,,,L07B
P1-L428,SHUTTER OPEN END(7st),,
P1-L081,,,L081
P3-L1E0,MANUAL (3/3) LEFT END PL,,
P3-L360,MANUAL (2/3) RIGHT END PL,,
P3-L393,MACHINING COMPLETED PL(R/B-20),,
P3-L372,HOME POSITION PL(R/B-19),,
P3-L263,UNIT 4 SELECTION PL,,
P3-L39F,加工完了PL(AM32),,
P3-L0A0,MATERIAL HAND INTERLOCK 1/2 STATE PL,,
P3-L220,P3-L1 COMMUNICATION ALARM PL,,
P3-L44A,FAULT C7 PL,,
P3-L462,P1-L3 COMMUNICATION ALARM PL,,
P3-L68C,SPEED DISAGREEMENT PL,,
P3-L243,MODEL CODE SETTING PL(PRODUCTION INSTRUCTION 1),,
P3-L485,P3-L6 COMMUNICATION ALARM PL,,
P3-L562,Under a setting value set (number of production),,
P3-L3D3,R/B-20 FAULT,,
P3-L4FE,CUT OFF SW SELECTING PL,,
P3-L641,ﾃﾝｷｰ入力起動ﾋﾞｯﾄ,,
P3-L6DA,ALARM SCREEN PL43,,
P3-L202,P1-L3 COMMUNICATION ALARM PL,,
P3-L433,FAULT F4 PL,,
P3-L499,DISPLAY ROBOT 10DISCONNECTION STATE.,,
P3-L5D3,TIP EXCHANGE TIME -4,,
P3-L2B5,R/B-22 TIP FORMING ON,,
P3-L43F,FAULT B6 PL,,
P3-L457,POWER SUPPLY FAULT,,
P3-L4A2,EXCHANGE TIME - MANUAL PL,,
P3-L6CC,ALARM SCREEN PL25,,
P3-L743,置台4→ﾘﾍﾟｱ選択可,,
P3-L403,ROBOT ALARM PL,,
P3-L5A2,SELECT EXPANSION DEVICE (EL),,
P3-L090,UNIT 1 DISCONNECTION,,
P3-L448,FAULT C5 PL,,
P3-L6E6,ALARM SCREEN PL57,,
P3-L702,SUB OP.2 AUTO,,
P3-L604,READ BACK FAULT PL,,
P3-L6C6,ALARM SCREEN PL17,,
P1-L50E,ODD No. ROBOT STEP UP COMPLETED(10st),,
P1-L416,EVEN No. ROBOT STEP UP COMPLETED(7st),,
P1-L2C9,LOWER FRICTION CONFIRM 1(3st),,
P1-L108,,,L108
P1-L0A9,,,L0A9
P1-L080,,,L080
P1-L1C9,8st LUGE LOCK OUT COMM.(MANUAL),,L1C9
P1-L469,ODD No. ROBOT HOME POSITION(8st),,
P1-L41E,ODD No. ROBOT STEP UP COMPLETED(7st),,
P1-L238,ODD No. ROBOT AUTO(1st),,
P1-L216,COMMUNICATION FAULT(1st),,
P1-L117,8ST PARTITION PLUG ON,,L117
P1-L0B8,8st R TOWER LIGHT LIGHTING CONDITION,,L0B8
P1-L2AF,ROBOT CLEANING POSITION(2st),,
P1-L40C,LOWER FRICTION FIXED POSITION(7st),,
P1-L336,LOWER FRICTION INVERTER OFF CONDITION(4st),,
P1-L500,EVEN No. ROBOT AUTO(10st),,
P1-L4E5,JIG FAULT(10st),,
P1-L4BC,ODD No. ROBOT FAULT(9st),,
P1-L4B2,EVEN No. ROBOT MASTER ON COMPLETED(9st),,
P1-L3A2,JIG MASTER ON COMPLETED(6st),,
P1-L22F,ALARM(1st),,
P1-L1A4,6st UPPER FRICTION LOW SPEED COMM.,,L1A4
P1-L137,1st FRICTION FAULT RESET,,L137
P1-L0BF,8st READBACK FAULT,,L0BF
P1-L34F,ROBOT CLEANING POSITION(4st),,
P1-L476,LOWER FRICTION INVERTER OFF CONDITION(8st),,
P1-L3C2,EVEN No. ROBOT MASTER ON COMPLETED(6st),,
P1-L2DE,ODD No. ROBOT STEP UP COMPLETED(3st),,
P1-L2BC,CYCLE STOP POSITION(3st),,
P1-L047,1st TEACH POSSIBLE,,L047
P1-L1EF,9st PERCEPTRON EARLY START,,L1EF
P1-L4F3,FRICTION CONFIRM(10st),,
P1-L20A,,,L20A
P1-L200,10st FRICTION NORMAL ROTATE COMM.,,L200
P1-L1B2,,,L1B2
P1-L079,,,L079
P1-L320,EVEN No. ROBOT AUTO(4st),,
P1-L276,LUGE LOCK OUT END(2st),,
P1-L199,6st LUGE LOCK OUT COMM.(MANUAL),,L199
P1-L13D,,,L13D
P1-L10A,,,L10A
P1-L0AB,,,L0AB
P1-L04F,1st READBACK FAULT,,L04F
P1-L143,2st UPPER FRICTION MIDDLE SPEED COMM.,,L143
P1-L0E4,EX-PROC. EMERGENCY STOP,,L0E4
P1-L05F,2st READBACK FAULT,,L05F
P1-L055,2ST POWER ON,,L055
P1-L02C,,,L02C
P1-L25D,440 MODEL,,
P1-L01A,,,L01A
P1-L36B,LOWER FRICTION CONFIRM 2(5st),,
P1-L2E0,DEVICE NORMAL(3st),,
P1-L1E1,9st LUGE LOCK OUT COMM.(MANUAL),,L1E1
P1-L15C,3st UPPER FRICTION LOW SPEED COMM.,,L15C
P1-L14B,2st LOWER FRICTION MIDDLE SPEED COMM.,,L14B
P1-L0FD,8st TOYOPUC-PCS RMT2 FAN1 NORMAL,,L0FD
P1-L1F1,9st LOWER FRICTION REVERSE ROTATE COMM.,,L1F1
P1-L162,3st LOWER FRICTION HIGH SPEED COMM.,,L162
P1-L16A,,,L16A
P1-L07C,,,L07C
P1-L4A8,ST.9 LOCATOR SHIFT BYPASS ENABLED,,
P1-L290,DEVICE NORMAL(2st),,
P1-L19B,6st LUGE LOADING COMPLETED,,L19B
P1-L092,,,L092
P3-L392,MACHINING COMPLETED PL(R/B-19),,
P3-L250,STEP SELECTION PL,,
P3-L591,DEVICE SELECTED (M),,
P3-L262,UNIT 3 SELECTION PL,,
P3-L361,HOME POSITION PL(R/B-2),,
P3-L39E,加工完了PL(AM31),,
P3-L274,HIGH SPEED BEING SELECTED,,
P3-L0F5,CHANGE SCREEN a2,,
P3-L242,The completion of a type-of-a-car change,,
P3-L24C,TACT RUNNING MODE DISABLED(PL),,
P3-L36D,HOME POSITION PL(R/B-14),,
P3-L484,P3-L5 COMMUNICATION ALARM PL,,
P3-L4EA,DATA CHANGE CAN BE OPERATED,,
P3-L550,SET PB BEING SELECTED,,
P3-L0A1,ENCODER BATTERYWARNING,,
P3-L1A0,MANUAL (2/3) CENTER END PL,,
P3-L430,DURING THE TIP EXCHANGE HOURS,,
P3-L5D0,TIP EXCHANGE TIME -1,,
P3-L640,ﾃﾝｷｰ入力起動ﾋﾞｯﾄ,,
P3-L465,P1-L6 COMMUNICATION ALARM PL,,
P3-L4B0,A dissolution state besides production directions,,
P3-L422,交換時期-手動報知PL,,
P3-L2B4,R/B-21 TIP FORMING ON,,
P3-L402,UNUSED,,
P3-L7C1,LUGE FAILURE SELECT,,
P3-L205,P1-L6 COMMUNICATION ALARM PL,,
P3-L227,P3-L8 COMMUNICATION ALARM PL,,
P3-L2AF,R/B-16 TIP FORMING ON,,
P3-L4A3,DISPLAY ROBOT 20DISCONNECTION STATE.,,
P3-L4BE,他ﾗｲﾝ間4縁切状態表示,,
P3-L744,置台5→ﾘﾍﾟｱ選択可,,
P3-L009,AUTOMATIC RUNNING  PL,,
P3-L091,UNIT 2 DISCONNECTION,,
P3-L6E7,ALARM SCREEN PL58,,
P3-L5A5,SELECT EXPANSION DEVICE (ES),,
P3-L6C7,ALARM SCREEN PL18,,
P1-L515,FRICTION INVERTER OFF CONDITION(10st),,
P1-L19A,,,L19A
P1-L459,LOWER FRICTION CONFIRM 1(8st),,
P1-L3A5,JIG FAULT(6st),,
P1-L239,ODD No. ROBOT HOME POSITION(1st),,
P1-L217,FRICTION OVER RUN(1st),,
P1-L524,FRICTION MOTOR CUT OFF(10st),,
P1-L1C8,8st LUGE LOCK IN COMM.(MANUAL),,L1C8
P1-L501,EVEN No. ROBOT HOME POSITION(10st),,
P1-L468,ODD No. ROBOT AUTO(8st),,
P1-L3CF,ODD No. ROBOT NO INTERFERENCE(6st),,
P1-L2B5,JIG FAULT(3st),,
P1-L1AF,6st FRICTION FAULT RESET,,L1AF
P1-L116,7ST PARTITION PLUG ON,,L116
P1-L40B,LOWER FRICTION CONFIRM 2(7st),,
P1-L335,UPPER FRICTION INVERTER OFF CONDITION(4st),,
P1-L038,8ST RMT RACK I/O FAULT,,L038
P1-L027,,,L027
P1-L00F,,,L00F
P1-L4BB,ODD No. ROBOT OP. COMPLETED(9st),,
P1-L4B1,EVEN No. ROBOT HOME POSITION(9st),,
P1-L41B,ODD No. ROBOT OP. COMPLETED(7st),,
P1-L21D,JIG DURING ACTION(1st),,
P1-L1A3,6st UPPER FRICTION MIDDLE SPEED COMM.,,L1A3
P1-L01F,TOYOPUC-PCS RUN,,L01F
P1-L136,1st LINE CONDITION BIT FROM ANDON,,L136
P1-L477,MANUAL OP.(ODD)COMPLETED(8st),,
P1-L355,JIG FAULT(5st),,
